TF	Cell line	-log10(P-value)	SE/TE mean densities ratio	SE/TE median density ratio	#TE	#SE	TE mean	SE mean	TE median	SE median
HNF4A_MOUSE	SmallIntestine	0.0039649851840643634	0.9737712846431235	0.9969788519637462	79	39	0.0554059162139755	0.053952690208512184	0.04242424242424243	0.04229607250755287
HNF6_MOUSE	CH12	1.649217172735461	0.7892745197510853	0.8694581280788178	37	19	0.04214743684373674	0.03326589797357951	0.031161473087818695	0.027093596059113302
HNF6_MOUSE	Heart	0.07261533682904858	0.8688422196386788	0.97953216374269	50	11	0.04457313877474409	0.038727024829311514	0.03283582089552239	0.03216374269005848
HNF6_MOUSE	Esb4	0.33170763073711285	0.7508366549643283	0.9450261780104712	43	10	0.03726798348864456	0.027982168059879697	0.030470914127423823	0.028795811518324606
HNF6_MOUSE	Placenta	0.06147068185721863	0.9749829136476651	0.9380053908355794	96	41	0.03744687965418629	0.03651006783225202	0.031609195402298854	0.029649595687331536
HNF6_MOUSE	Bmarrow	0.31324257096610475	0.6054126342714684	1.0880503144654088	21	5	0.04435169613915106	0.02685107719401116	0.031791907514450865	0.03459119496855346
HNF6_MOUSE	MEL	0.17547435963877767	1.0713882970849815	1.0397727272727273	105	18	0.03644033784566292	0.0390417515096662	0.030054644808743168	0.03125
HNF6_MOUSE	BmarrowDm	0.8457108579214222	0.7704802389171426	0.9763928234183192	126	30	0.03978127287334213	0.030650684627880686	0.031914893617021274	0.031161473087818695
HNF6_MOUSE	Es-E14	0.3608828327055565	1.015082863017667	0.9452054794520549	168	41	0.03790226068849857	0.038473935294523094	0.03188405797101449	0.030136986301369864
HNF6_MOUSE	OlfactoryBulb	1.067973944893668	1.2328328687601984	1.0952380952380953	52	17	0.033256315015175966	0.040999478244552245	0.028132992327365727	0.03081232492997199
HNF6_MOUSE	BAT	0.07356834661810349	1.0881444663736644	1.0728831725616292	37	13	0.039550467514456095	0.04303662236834677	0.03296703296703297	0.03536977491961415
HNF6_MOUSE	Kidney	0.20769056336311975	0.8522216818493135	1.0056179775280898	91	21	0.04028571710133508	0.03433236158260543	0.030726256983240222	0.03089887640449438
HNF6_MOUSE	Liver	1.0097034328896437	1.1076044011231956	1.093338732536951	214	63	0.03499465692348541	0.03876023602424875	0.030555555555555555	0.0334075723830735
HNF6_MOUSE	Thymus	0.47857464891065926	1.1948911599506828	1.108148148148148	55	14	0.03937352866099166	0.04704708133308378	0.031512605042016806	0.03492063492063492
HNF6_MOUSE	Limb	0.9960044805709886	1.2975230353776182	1.3364197530864197	17	6	0.030511863683278583	0.03958984598135574	0.025404157043879907	0.033950617283950615
HNF6_MOUSE	Cerebellum	0.13500509453701415	1.1288731793098208	0.997191011235955	88	38	0.037292977322598675	0.042099041876091016	0.030985915492957747	0.03089887640449438
HNF6_MOUSE	MEF	0.34126226899986223	0.8899012042585123	0.9800000000000001	53	28	0.03963319535893162	0.03526962827852612	0.03206997084548105	0.03142857142857143
HNF6_MOUSE	Wbrain	0.6801124070935692	0.9309868144350035	0.9064171122994652	114	27	0.04263192050749113	0.039689755866515464	0.032448377581120944	0.029411764705882353
HNF6_MOUSE	Lung	1.1505391105410523	1.4226135654249359	1.1936507936507936	19	12	0.03481801691470601	0.049532583184055644	0.02925531914893617	0.03492063492063492
HNF6_MOUSE	Cortex	0.3640155033525563	1.0621083163459644	1.0231536926147706	82	31	0.03792835311453068	0.04028401926824939	0.032188841201716736	0.03293413173652695
HNF6_MOUSE	SmallIntestine	0.13702252865056963	0.8509527400247611	1.0758017492711371	81	39	0.04128764716588797	0.035133836484987926	0.02981029810298103	0.03206997084548105
HSF1_MOUSE	Esb4	0.640978057358332	0.4474221827770909	0.35161744022503516	4	3	0.07818678034195277	0.03498249992490945	0.08181818181818182	0.028768699654775604
HSF1_MOUSE	Placenta	1.5276776281621063	1.6630568341693803	1.7379255034753163	12	4	0.05221869154885018	0.08684265185169815	0.05245346869712352	0.09116022099447514
HSF1_MOUSE	BmarrowDm	0.5550130435386359	1.3185676291894093	1.1510634994566062	12	5	0.06005681963901064	0.07918897828806622	0.05637982195845697	0.06489675516224189
HSF1_MOUSE	Es-E14	0.36091128747525236	0.8585865910125483	0.9936507936507937	26	6	0.06219990846054754	0.053404007366434074	0.05750798722044728	0.05714285714285714
HSF1_MOUSE	OlfactoryBulb	0.32926123476423536	1.7294666635629572	1.8071846282372597	10	3	0.058045548928372326	0.10038784183983247	0.05621301775147929	0.10158730158730159
HSF1_MOUSE	Kidney	1.3723859041996493	1.8070782729245314	2.1808695652173915	7	4	0.047987005008363434	0.08671627413333423	0.043859649122807015	0.09565217391304348
HSF1_MOUSE	Liver	0.38539633580771376	1.307661880903966	1.593846153846154	11	4	0.06369401249414862	0.08329023218041909	0.06613756613756613	0.10541310541310542
HSF1_MOUSE	Thymus	0.36139051989818627	1.203936261785543	1.0993589743589745	8	5	0.06839385194758708	0.08234183844289186	0.06997084548104957	0.07692307692307693
HSF1_MOUSE	Cerebellum	1.0854301953246264	0.6090072320849701	0.6167130919220056	13	3	0.07288424303580542	0.044387031113844115	0.06775067750677506	0.04178272980501393
HSF1_MOUSE	MEF	0.586157272531755	1.4682751488779973	1.0729970326409497	7	7	0.040555970155214234	0.0595473231175388	0.04424778761061947	0.04747774480712166
HSF1_MOUSE	Wbrain	1.5787710186763984	2.6111019518176883	1.5777031230558665	13	5	0.05849351322219386	0.15273252654314415	0.05993690851735016	0.09456264775413711
HTF4_MOUSE	CH12	1.613865054393436	0.6161207700787629	0.5253505933117584	17	6	0.05934273436558453	0.03656229119590341	0.061601642710472276	0.032362459546925564
HTF4_MOUSE	Heart	0.07463361829690421	1.4820856512579794	1.023872679045093	17	3	0.05586676052690596	0.082799324159193	0.05181347150259067	0.05305039787798409
HTF4_MOUSE	Esb4	0.25225557945106475	1.623013217167171	1.0145631067961165	16	9	0.0666308888238835	0.10814281323275926	0.04784688995215311	0.04854368932038835
HTF4_MOUSE	Placenta	0.6265486077759627	0.800024721045326	0.7550607287449392	53	10	0.06996897811706515	0.05597691219993156	0.05361930294906166	0.04048582995951417
HTF4_MOUSE	Bmarrow	0.8396655156181905	2.2127689652712057	1.9348837209302325	9	6	0.05390039394588337	0.11926911893934271	0.04807692307692308	0.09302325581395349
HTF4_MOUSE	MEL	0.49057948337161394	1.1250227685427854	1.206030150753769	34	9	0.050783722117193994	0.05713284365319307	0.041666666666666664	0.05025125628140704
HTF4_MOUSE	BmarrowDm	0.04730228787252987	0.9445298027484597	0.8976744186046512	32	14	0.0638639221029385	0.06032137774663149	0.05181347150259067	0.046511627906976744
HTF4_MOUSE	Es-E14	0.21626440993050164	1.0978511372241706	0.9932584269662922	88	17	0.05492294772751496	0.06029722062235597	0.04524886877828054	0.0449438202247191
HTF4_MOUSE	OlfactoryBulb	1.4377344903638982	1.5777052024775007	1.480825958702065	29	12	0.05371984360215538	0.08475407672739822	0.0398406374501992	0.058997050147492625
HTF4_MOUSE	BAT	0.5824644352645816	1.4260572088833383	2.024590163934426	12	4	0.057798868963600536	0.08242449375084598	0.04048582995951417	0.08196721311475409
HTF4_MOUSE	Kidney	0.6965973789493533	1.5373588595510406	2.4604316546762592	17	6	0.04983830865183711	0.07661936535094106	0.03333333333333333	0.08201438848920864
HTF4_MOUSE	Liver	0.19533857083207287	0.9350998465964308	1.1081967213114756	33	19	0.07541256144419088	0.0705182746379068	0.05917159763313609	0.06557377049180328
HTF4_MOUSE	Thymus	0.1461190490669	0.9058057578964253	0.9323529411764706	26	7	0.06357553726455233	0.05758708771559025	0.06309148264984227	0.058823529411764705
HTF4_MOUSE	Limb	0.2212090638610306	0.8346328305972778	1.0041152263374487	7	10	0.0692098908538604	0.057764847108686145	0.040983606557377046	0.0411522633744856
HTF4_MOUSE	Cerebellum	1.0037918568966897	1.2995603829996771	1.5733333333333335	24	19	0.05198916296756972	0.06756305653796753	0.0423728813559322	0.06666666666666667
HTF4_MOUSE	MEF	0.1215682912952734	1.3262930162539603	0.8021390374331551	21	9	0.0669610346450096	0.08880995261081573	0.06666666666666667	0.053475935828877004
HTF4_MOUSE	Wbrain	0.11784533775998772	1.3397853255647836	1.0093896713615023	47	7	0.06234671298781109	0.0835312111582686	0.046511627906976744	0.046948356807511735
HTF4_MOUSE	Cortex	0.30034343959530674	0.9448552430521306	0.8419811320754718	24	14	0.06718608302953834	0.06348112281059508	0.056022408963585436	0.04716981132075472
HTF4_MOUSE	SmallIntestine	1.9381185232208922	2.097597615421878	1.3976608187134503	29	9	0.04478270155838358	0.093936088001015	0.04184100418410042	0.05847953216374269
HXA9_MOUSE	Placenta	0.4191293077419757	2.270581755648206	1.1274509803921569	6	3	0.02772033839541001	0.06294129462101244	0.03188405797101449	0.03594771241830065
HXA9_MOUSE	BmarrowDm	0.14747468631351002	1.2870389800359876	1.0370370370370372	16	3	0.03623570028186878	0.046636758731666145	0.03021978021978022	0.03133903133903134
HXB4_MOUSE	Placenta	0.4379033086170573	1.2891670987789259	1.0623052959501558	12	3	0.02332231032809136	0.030066355142487313	0.02346041055718475	0.024922118380062305
HXB4_MOUSE	BmarrowDm	0.4512974858599059	1.2913970060305715	1.0451612903225806	21	3	0.024816483248727934	0.03204793216761508	0.024691358024691357	0.025806451612903226
HXB4_MOUSE	Es-E14	0.40016529935228995	1.2589550946165502	1.4826789838337182	16	5	0.028067720973910252	0.03533600031438011	0.024922118380062305	0.03695150115473441
HXB4_MOUSE	OlfactoryBulb	0.104735350520013	0.6656934504707858	1.008695652173913	3	5	0.031041746483267556	0.02066428732508576	0.022988505747126436	0.02318840579710145
HXB4_MOUSE	Cerebellum	0.025359860165147925	1.2312804815423595	0.9801136363636364	8	5	0.019514664847149688	0.024028025930136223	0.02318840579710145	0.022727272727272728
HXB4_MOUSE	MEF	0.04667438574608987	1.0371758455232214	0.9971264367816093	9	5	0.021131257231001396	0.02191682958553256	0.023054755043227664	0.022988505747126436
HXB4_MOUSE	Wbrain	0.47378866822321286	1.045180023469338	1.0664556962025316	13	5	0.023200867851853765	0.02424908360590953	0.02373887240356083	0.02531645569620253
HXB4_MOUSE	Cortex	0.28947095848404286	1.3718794232187068	1.436746987951807	10	5	0.030064427449385346	0.04124476938866343	0.025157232704402517	0.03614457831325301
IKZF1_MOUSE	CH12	0.1978288686105695	1.1319496061206191	1.0594594594594595	43	9	0.02120061864918734	0.023998031929461063	0.02040816326530612	0.021621621621621623
IKZF1_MOUSE	Heart	0.006928056035861995	0.9700101271744338	1.0818713450292397	24	9	0.023198214607334223	0.022502503101480078	0.021621621621621623	0.023391812865497075
IKZF1_MOUSE	Spleen	0.7508281231724088	1.6499498245675148	1.3701799485861181	6	5	0.01394369035787082	0.023006389459792706	0.0150093808630394	0.02056555269922879
IKZF1_MOUSE	Esb4	0.255742266622232	1.4616498288453716	1.1949367088607594	33	4	0.019310570266809345	0.0282252917253884	0.01694915254237288	0.020253164556962026
IKZF1_MOUSE	Placenta	0.3382140537617565	1.018592535437699	1.1632124352331608	80	29	0.0210754101147125	0.021467255424134333	0.017817371937639197	0.02072538860103627
IKZF1_MOUSE	Bmarrow	0.12719697725702422	0.9373651062477117	1.117391304347826	22	7	0.022752225448977523	0.021327142225352706	0.020752269779507133	0.02318840579710145
IKZF1_MOUSE	MEL	0.2658948364633054	1.1538752748429397	1.0481927710843375	67	19	0.020342030368819354	0.02347216588268486	0.01839080459770115	0.01927710843373494
IKZF1_MOUSE	BmarrowDm	0.3326504331716298	1.0109474067845685	1.1187845303867403	85	26	0.021970445313690853	0.022210964715777944	0.019753086419753086	0.022099447513812154
IKZF1_MOUSE	Es-E14	0.03453356585134054	0.9702723413553266	1.022670025188917	144	35	0.021205227259199162	0.020574845501754965	0.019704433497536946	0.020151133501259445
IKZF1_MOUSE	OlfactoryBulb	0.2640423559811212	0.865107871925853	0.9753694581280787	53	13	0.0215743374584849	0.018664129166920087	0.020202020202020204	0.019704433497536946
IKZF1_MOUSE	Testis	0.3897615731472872	1.3156279608615353	1.0489690721649485	20	5	0.018841843501935726	0.02478885614532387	0.019656019656019656	0.020618556701030927
IKZF1_MOUSE	BAT	0.006971196425305955	0.9985519732883903	0.9276807980049875	19	12	0.023147510963536466	0.023113992749353985	0.021505376344086023	0.0199501246882793
IKZF1_MOUSE	Kidney	0.4419951035580858	0.7506758454914144	0.9854721549636805	43	6	0.022285177560454342	0.01672894450712036	0.019656019656019656	0.01937046004842615
IKZF1_MOUSE	Liver	0.5341662648049266	1.1214936029684501	1.1060025542784164	70	33	0.019889112823239637	0.022305512799981025	0.018475750577367205	0.020434227330779056
IKZF1_MOUSE	Thymus	0.41485216666340696	1.005120315850153	0.9962917181705809	78	35	0.021917870631336114	0.022030097051731347	0.019851116625310174	0.019777503090234856
IKZF1_MOUSE	Cerebellum	0.455335363807973	1.1175818283942975	1.0733496332518337	75	35	0.021332553984284745	0.023840874686077002	0.018223234624145785	0.019559902200488997
IKZF1_MOUSE	MEF	0.005779987918214978	0.9124374540651247	1.0189125295508275	32	8	0.021511883615934504	0.019628248318668547	0.018561484918793503	0.018912529550827423
IKZF1_MOUSE	Wbrain	0.1590123496476212	1.102819514338257	0.9610091743119266	49	21	0.01945243558521725	0.021452525564785517	0.01909307875894988	0.01834862385321101
IKZF1_MOUSE	Lung	0.12920178415756237	0.9145966612113291	1.1733668341708543	11	5	0.024268428188073562	0.022195823393658984	0.017130620985010708	0.020100502512562814
IKZF1_MOUSE	Cortex	0.8567690647235916	0.8295556577150915	0.9587628865979381	45	17	0.02368188042974389	0.019645437895826345	0.021505376344086023	0.020618556701030927
IKZF1_MOUSE	SmallIntestine	0.9171219187877422	0.8231726622719007	0.8411633109619687	56	19	0.024103972983395637	0.019841731612071756	0.02127659574468085	0.017897091722595078
IRF1_MOUSE	CH12	0.6284312890090026	1.3737670171864833	1.2409359348134859	24	14	0.07384564331668192	0.10144670915137509	0.06265060240963856	0.07774538386783285
IRF1_MOUSE	Heart	0.18225026419496007	0.7068955103352353	0.7835616438356164	18	7	0.10832885203669713	0.07657717914451122	0.07692307692307693	0.06027397260273973
IRF1_MOUSE	Placenta	0.6651548159374671	0.8907108202770635	1.3376518218623483	43	11	0.07933635170510464	0.07066574690504336	0.048426150121065374	0.06477732793522267
IRF1_MOUSE	Bmarrow	0.2962984876697811	0.8060380144831018	1.4324853228962817	19	4	0.06911276721714539	0.05570751766314068	0.0546448087431694	0.07827788649706457
IRF1_MOUSE	MEL	0.9091409594144652	0.6080746774357385	0.6340521403282909	72	8	0.08581558017319627	0.05218228123277708	0.06598984771573604	0.04184100418410042
IRF1_MOUSE	BmarrowDm	0.3185758890673835	1.095313954044556	0.961038961038961	104	18	0.06468724202668853	0.07085283884048939	0.05405405405405406	0.05194805194805195
IRF1_MOUSE	Es-E14	0.01627663812693682	1.013663171788441	1.1874999999999998	69	9	0.09717820217261697	0.09850596464299329	0.059496567505720827	0.07065217391304347
IRF1_MOUSE	OlfactoryBulb	0.060773049373091914	0.9579101949857834	1.3676268861454046	20	5	0.07592660319327896	0.07273086726948205	0.06018054162487462	0.0823045267489712
IRF1_MOUSE	BAT	0.16301363698998367	1.1651367239787105	1.5135135135135136	19	6	0.08385209665340626	0.09769915719349596	0.054945054945054944	0.08316008316008316
IRF1_MOUSE	Kidney	0.16598357833751823	0.7827142352328115	1.197452229299363	22	6	0.08725108643911068	0.06829266739542045	0.05319148936170213	0.06369426751592357
IRF1_MOUSE	Liver	1.1449796369722824	1.6441304748319054	1.5713382507903055	50	18	0.07042799915077255	0.1157928196852207	0.055793991416309016	0.08767123287671233
IRF1_MOUSE	Thymus	1.5589469896700776	0.6733912224007493	0.6332817071072105	28	9	0.08968644952220774	0.06039406787654257	0.07065217391304347	0.0447427293064877
IRF1_MOUSE	Cerebellum	0.3900279341234728	0.9802861498004857	1.141237113402062	36	18	0.09920867703401633	0.09725289203647573	0.08130081300813008	0.09278350515463918
IRF1_MOUSE	MEF	0.06104780004040998	0.9040605184485745	1.3005671077504726	43	8	0.07342954862037013	0.06638475579517662	0.05813953488372093	0.07561436672967864
IRF1_MOUSE	Wbrain	0.09721490035925773	1.195624096041447	0.9943342776203966	43	11	0.0831277114960049	0.09938949491340505	0.05698005698005698	0.056657223796033995
IRF1_MOUSE	Lung	0.3281283623598557	1.892943788751746	1.241206030150754	7	9	0.06009520961480462	0.11375685377407861	0.04048582995951417	0.05025125628140704
IRF1_MOUSE	Cortex	0.4481415724547301	1.1389239609507975	1.3755427931082784	23	17	0.10216548476918409	0.11635871858577751	0.06720977596741344	0.09244992295839753
IRF1_MOUSE	SmallIntestine	0.07809286400695988	1.1374609236155082	1.0673684210526317	35	14	0.07532173855690849	0.08567553430726697	0.0641025641025641	0.06842105263157895
IRF3_MOUSE	CH12	0.018775800831903267	0.9133848953185073	1.1627435064935066	16	3	0.10798272502640227	0.0986297899944476	0.08376963350785341	0.09740259740259741
IRF3_MOUSE	Heart	0.36797678529459443	0.44523167366747946	0.6393442622950819	6	5	0.17801586720495666	0.07925830249503062	0.10989010989010989	0.0702576112412178
IRF3_MOUSE	Placenta	0.16835115252857347	0.8165993544137936	0.995644599303136	10	5	0.12114562615938622	0.09892744011180957	0.08070866141732283	0.08035714285714286
IRF3_MOUSE	BmarrowDm	0.36971247779805305	1.3430825334522816	0.8061855670103092	24	4	0.09519688806895236	0.1278572776044218	0.0639386189258312	0.05154639175257732
IRF3_MOUSE	Es-E14	0.2404139048601456	1.100411345727967	1.1811572700296735	20	5	0.12901426738495358	0.14196876359118454	0.0954653937947494	0.11275964391691394
IRF3_MOUSE	Liver	0.6711253338088646	1.9543534590890097	1.5640315363307051	15	8	0.08047843673242812	0.15728331121009692	0.07084468664850137	0.11080332409972299
IRF3_MOUSE	Cerebellum	0.051411640044130846	0.7020394628019079	1.0148514851485149	8	9	0.11864487488546464	0.08329338422879116	0.06666666666666667	0.06765676567656766
IRF3_MOUSE	Wbrain	0.028231239100254168	1.826368536606667	0.8509408436846637	10	3	0.12564018572940444	0.22946528214960224	0.11547911547911548	0.09826589595375723
IRF3_MOUSE	SmallIntestine	0.04667438574608987	0.7707834170238907	0.8198986642100414	9	5	0.08659015573779034	0.0667422561202049	0.07303370786516854	0.059880239520958084
IRF4_MOUSE	CH12	0.4447745951028832	1.15475672677689	1.147035447464632	43	20	0.05450160300004323	0.06293609268442345	0.05113636363636364	0.058655221745350504
IRF4_MOUSE	Heart	0.8351623065703638	0.7073554832194292	0.8652173913043478	27	9	0.061556411622767856	0.043542265288677044	0.04522613065326633	0.0391304347826087
IRF4_MOUSE	Spleen	0.18204308388671245	0.900904663185264	1.1047904191616766	17	6	0.062203716416584245	0.05603961818715451	0.04878048780487805	0.05389221556886228
IRF4_MOUSE	Esb4	0.10281023480275794	1.007173534500531	1.0	25	7	0.051761536686225657	0.0521328498554448	0.04265402843601896	0.04265402843601896
IRF4_MOUSE	Placenta	0.11076081449672733	0.9137544997969356	1.0603674540682415	65	22	0.051955236354702755	0.04747433100712298	0.04455445544554455	0.047244094488188976
IRF4_MOUSE	Bmarrow	1.2955875359073292	0.6875448657040131	0.7417943107221007	20	5	0.057250242010946986	0.039362109954938794	0.05309734513274336	0.03938730853391685
IRF4_MOUSE	MEL	0.03548215002180426	1.002297051974404	0.9200477326968973	69	23	0.05483949400812969	0.05496546317611638	0.04669260700389105	0.04295942720763723
IRF4_MOUSE	BmarrowDm	0.7154411216474823	1.3666066930506653	1.0716417910447762	102	25	0.059295387328247934	0.08103347318981523	0.05013927576601671	0.05373134328358209
IRF4_MOUSE	Es-E14	0.14669052426529763	1.0221202688224442	0.9195121951219513	114	27	0.05200849477445418	0.05315893665991579	0.04774535809018567	0.04390243902439024
IRF4_MOUSE	OlfactoryBulb	0.0665488163769185	1.0544639025687363	1.2040229885057472	46	10	0.05108617569350484	0.05386852818908524	0.04295942720763723	0.05172413793103448
IRF4_MOUSE	BAT	-0.0	1.2810018124898686	1.0308123249299719	21	5	0.06075805531089097	0.07783117897661102	0.04891304347826087	0.05042016806722689
IRF4_MOUSE	Kidney	0.4235991713516931	0.8226859776769659	0.9611764705882352	42	10	0.049415688397455027	0.04065359392184059	0.044063647490820076	0.042352941176470586
IRF4_MOUSE	Liver	2.4506238681423484	1.328784941463473	1.2514124293785311	78	25	0.04839483618644566	0.06430632956914056	0.040632054176072234	0.05084745762711865
IRF4_MOUSE	Thymus	0.47837213682803004	0.8200629135999461	0.9551451187335092	53	31	0.06362031493206395	0.05217266082733452	0.049723756906077346	0.047493403693931395
IRF4_MOUSE	Limb	0.8481457330962622	1.4971018450674027	1.2085714285714286	10	4	0.04029541068904387	0.060326333690316314	0.0425531914893617	0.05142857142857143
IRF4_MOUSE	Cerebellum	0.8387444989869264	0.8276281871847374	0.8978494623655914	68	31	0.06462605564808267	0.05348634528092262	0.05389221556886228	0.04838709677419355
IRF4_MOUSE	MEF	0.3907799961848094	1.0519587287460264	1.1224876753886992	46	11	0.05896584126105014	0.062029631412414285	0.04864864864864865	0.05460750853242321
IRF4_MOUSE	Wbrain	0.22220265913583712	1.1796729876572163	1.031496062992126	54	23	0.0557313034765824	0.06574471327825096	0.04580152671755725	0.047244094488188976
IRF4_MOUSE	Lung	0.6202228357677126	0.6615126133661332	0.7872539831302718	9	5	0.04887117688462696	0.03232889993922814	0.04285714285714286	0.033739456419868794
IRF4_MOUSE	Cortex	-0.0	0.995743475553049	1.0357142857142858	47	19	0.0598899747497911	0.05963505160814134	0.04774535809018567	0.04945054945054945
IRF4_MOUSE	SmallIntestine	0.12357910879739409	1.054583391447593	1.0795081967213114	58	10	0.052704373531141775	0.05558115698259225	0.04555808656036447	0.04918032786885246
IRF7_MOUSE	Placenta	0.4275624752788385	1.0539244059073514	1.1406250000000002	10	4	0.023483256106624485	0.02474957674094439	0.0228310502283105	0.026041666666666668
IRF7_MOUSE	BmarrowDm	0.18089014193744998	0.8887904579087809	0.8653421633554085	11	3	0.02995448151994766	0.026623257346534396	0.025510204081632654	0.02207505518763797
IRF7_MOUSE	Liver	0.6302912304282166	0.8558563366462236	0.7681159420289855	7	6	0.02866469492807847	0.024532860792226826	0.031446540880503145	0.024154589371980676
IRF7_MOUSE	Cortex	0.06694678963061322	1.4980757319492843	1.2149532710280375	3	4	0.027000263564140217	0.04044843960167295	0.02564102564102564	0.03115264797507788
IRF8_MOUSE	CH12	1.4722523259505287	1.5034764763501385	1.428343949044586	28	11	0.0681249011086137	0.10242418627048017	0.057971014492753624	0.08280254777070063
IRF8_MOUSE	Heart	-0.0	0.787665846680351	1.4469930389136139	21	6	0.10477290518867077	0.0825260390745945	0.07255520504731862	0.10498687664041995
IRF8_MOUSE	Spleen	0.3814037779088153	0.8366743074117474	0.9596774193548386	13	6	0.07088432335366641	0.0593070921482792	0.056022408963585436	0.053763440860215055
IRF8_MOUSE	Esb4	0.48787545170145324	1.081840577758303	1.5356796116504854	18	5	0.0662124539738457	0.07163131946186027	0.06006006006006006	0.09223300970873786
IRF8_MOUSE	Placenta	0.7015558441662141	1.2668631592687192	1.5383360522022838	45	14	0.06485857497334592	0.0821669391964001	0.04878048780487805	0.07504078303425775
IRF8_MOUSE	Bmarrow	0.1009625570192533	0.9974457355120981	1.0823529411764705	16	3	0.06506825663534688	0.06490205509813353	0.05434782608695652	0.058823529411764705
IRF8_MOUSE	MEL	0.451431494083892	0.747976867776732	0.8318928262748488	53	9	0.08333127474001412	0.062329865867878066	0.06753246753246753	0.056179775280898875
IRF8_MOUSE	BmarrowDm	0.30765155778680414	1.2169833522436138	1.0249307479224377	106	20	0.0659634145364873	0.08027637734804943	0.05405405405405406	0.055401662049861494
IRF8_MOUSE	Es-E14	0.8616786908839709	1.4366606043960928	1.0906921241050118	67	19	0.06932741746156973	0.099599969471559	0.05689277899343545	0.06205250596658711
IRF8_MOUSE	OlfactoryBulb	0.32055368836449355	0.8807887217551656	0.9620991253644314	25	14	0.08516989544988243	0.07501668334532305	0.06060606060606061	0.05830903790087463
IRF8_MOUSE	BAT	-0.0	1.161419373930371	0.8375566817818085	13	3	0.07730803723971659	0.08978705221073746	0.0732484076433121	0.06134969325153374
IRF8_MOUSE	Kidney	0.9260865630243343	1.2645650445153036	1.0983796296296295	26	6	0.06255684461082221	0.07910719899002132	0.0547945205479452	0.06018518518518518
IRF8_MOUSE	Liver	0.1775974663418289	1.0434318839840606	1.1278688524590164	55	20	0.07480310390074761	0.07805194363101252	0.05813953488372093	0.06557377049180328
IRF8_MOUSE	Thymus	0.8679559345819507	0.7065964104313355	0.7054726368159204	28	18	0.09950534983867079	0.07031012301471905	0.0846262341325811	0.05970149253731343
IRF8_MOUSE	Cerebellum	0.8592796628796416	0.7937151419534134	0.7503392130257802	58	14	0.08351814944174552	0.06628961983984144	0.07233273056057866	0.054274084124830396
IRF8_MOUSE	MEF	0.3075983418324033	0.8228809952389289	0.823000109733348	30	8	0.07326073950341486	0.06028487023450993	0.06933333333333333	0.05706134094151213
IRF8_MOUSE	Wbrain	0.23459207665730644	0.8997618795417663	0.9088541666666666	41	15	0.07579330851806439	0.06819592972890258	0.05730659025787966	0.052083333333333336
IRF8_MOUSE	Cortex	0.1558508879296375	1.3883081989208916	1.0611620795107033	31	12	0.0876351261350849	0.12166456412680487	0.05763688760806916	0.06116207951070336
IRF8_MOUSE	SmallIntestine	0.044346350092444815	1.0671659832047038	1.0757575757575757	45	11	0.07170131184174544	0.07651720094866335	0.056338028169014086	0.06060606060606061
ISL1_MOUSE	MEL	0.26152145438030755	0.8906096283943371	0.8507462686567164	6	3	0.033569280013201135	0.02989712399802251	0.02631578947368421	0.022388059701492536
ISL1_MOUSE	BmarrowDm	0.03564035626913371	1.166826756677752	0.8435013262599469	8	3	0.03423576020131153	0.039947201038093585	0.02830188679245283	0.023872679045092837
ISL1_MOUSE	Es-E14	0.6639743436307891	0.5701164353097815	0.5952380952380952	10	3	0.04200252357600155	0.023946329015165062	0.042352941176470586	0.025210084033613446
ISL1_MOUSE	Thymus	0.9420080530223133	1.622908050215118	2.012084592145015	3	4	0.026798780545374556	0.04349195668303666	0.02702702702702703	0.054380664652567974
ISL1_MOUSE	MEF	0.146128035678238	1.003905459729385	0.8901098901098902	6	3	0.030537227121137944	0.030656489031906636	0.027777777777777776	0.024725274725274724
ISL1_MOUSE	Wbrain	0.11394335230683675	0.9302900007447515	0.9859943977591036	11	3	0.026571529594177648	0.024719228285956713	0.02556818181818182	0.025210084033613446
ISL1_MOUSE	SmallIntestine	-0.0	1.2055998661908491	1.0258064516129033	3	3	0.028986101301584095	0.03494563985058418	0.02830188679245283	0.02903225806451613
JUNB_MOUSE	CH12	0.6248964462963184	0.6271658895254457	0.7253668763102725	15	7	0.0354045144672434	0.02220450380906522	0.02601156069364162	0.018867924528301886
JUNB_MOUSE	Heart	0.4379033086170573	0.7792774278034156	0.4965909090909091	12	3	0.03609866767085961	0.028130876889677792	0.041189931350114416	0.020454545454545454
JUNB_MOUSE	Spleen	0.8450980400142569	1.582184465396106	2.3862144420131295	5	3	0.03183402332180496	0.05036729717081715	0.024759284731774415	0.05908096280087528
JUNB_MOUSE	Esb4	0.36139051989818627	0.5896418410119567	0.8411910669975186	8	5	0.035078550440729085	0.020683781061902284	0.02654867256637168	0.022332506203473945
JUNB_MOUSE	Placenta	0.8270510433645686	1.578985883426409	1.1592356687898089	25	14	0.0297870831171784	0.04703338375047381	0.024725274725274724	0.028662420382165606
JUNB_MOUSE	Bmarrow	0.6377003475970962	1.4507191094515206	2.1493333333333333	4	7	0.029496960486004666	0.04279180424778338	0.022332506203473945	0.048
JUNB_MOUSE	MEL	0.7119948747266183	0.7337731304761798	0.9529085872576177	33	10	0.03276953817137653	0.024045406608269624	0.02616279069767442	0.024930747922437674
