TF	Cell line	-log10(P-value)	SE/TE mean densities ratio	SE/TE median density ratio	#TE	#SE	TE mean	SE mean	TE median	SE median
ATOH1_MOUSE	Liver	0.1393110101843124	1.0306448091445726	1.1139344262295083	32	12	0.05109867586399016	0.05266458503338251	0.052980132450331126	0.05901639344262295
ATOH1_MOUSE	Thymus	0.034119183148600955	0.920727165401674	0.9933774834437086	24	4	0.041808209301306604	0.03849395404051193	0.03	0.029801324503311258
ATOH1_MOUSE	Cerebellum	0.9870422607167899	1.2638347832443373	1.788273615635179	49	15	0.04356241402410721	0.05505569408575761	0.03278688524590164	0.05863192182410423
ATOH1_MOUSE	MEF	0.6375583981001948	1.239081286386614	1.8295081967213116	20	3	0.0410359964487153	0.050846935267830684	0.03225806451612903	0.05901639344262295
ATOH1_MOUSE	Wbrain	0.06466837688985708	0.9368791942891884	0.750814332247557	49	17	0.04726748841442933	0.0442839264617841	0.04338394793926247	0.03257328990228013
ATOH1_MOUSE	Lung	0.5014806005791071	1.6594670323776843	2.2434910157682433	7	4	0.054454695188250295	0.09036577142307708	0.055900621118012424	0.1254125412541254
ATOH1_MOUSE	Cortex	0.49112564644128615	1.2155772779969347	1.1289364230540702	26	13	0.03913297720103316	0.047569157905948	0.03	0.0338680926916221
ATOH1_MOUSE	SmallIntestine	0.6274255348972012	1.1882664417072488	1.7194029850746269	28	8	0.04222741886248726	0.0501774247542093	0.03125	0.05373134328358209
BACH2_MOUSE	CH12	0.2257805424999222	0.6804587406395824	0.993421052631579	17	5	0.06453502063710109	0.043913418869871275	0.03642384105960265	0.03618421052631579
BACH2_MOUSE	Esb4	0.10116089016171481	0.9579621812232996	1.1689655172413793	5	6	0.05717960257081937	0.05477589680022351	0.058997050147492625	0.06896551724137931
BACH2_MOUSE	Placenta	0.1349438302730145	1.1586135426577961	1.0348101265822784	25	10	0.05015888998703986	0.05811476922366691	0.039755351681957186	0.04113924050632911
BACH2_MOUSE	MEL	0.024823583725032152	1.0210546976892114	1.8181818181818181	25	3	0.051937477825536475	0.05303100571989327	0.03666666666666667	0.06666666666666667
BACH2_MOUSE	BmarrowDm	0.158154598067787	1.1723066113711875	0.88	31	8	0.05126317916122744	0.060096163850612616	0.041666666666666664	0.03666666666666667
BACH2_MOUSE	Es-E14	0.14084446652292457	1.2203145853849164	1.8404907975460123	42	10	0.04749410470589019	0.05795774869239619	0.03666666666666667	0.06748466257668712
BACH2_MOUSE	OlfactoryBulb	0.21576104086216558	1.0061145795669413	1.553001876172608	13	11	0.0690697911603406	0.06949212389406251	0.04318936877076412	0.06707317073170732
BACH2_MOUSE	Liver	0.2509071370524989	0.9490927136033328	0.8852500634678853	18	9	0.04918000835309393	0.04667638758287249	0.04100946372239748	0.036303630363036306
BACH2_MOUSE	Thymus	0.36370933638629116	1.0034750368814438	0.967741935483871	23	9	0.044052610529529475	0.044205694975843465	0.03666666666666667	0.035483870967741936
BACH2_MOUSE	Cerebellum	0.10169040779966235	0.9520163070689958	0.9444444444444443	26	4	0.0483198452453879	0.04600128062865956	0.042483660130718956	0.040123456790123455
BACH2_MOUSE	Wbrain	0.20426176395463444	0.9233069440461932	0.9868852459016393	21	9	0.04719491965976798	0.043575397045565976	0.036544850498338874	0.036065573770491806
BACH2_MOUSE	SmallIntestine	0.23741621527668066	1.2017351221061061	1.8291124260355032	13	6	0.05490818538958387	0.06598509487377628	0.040372670807453416	0.07384615384615385
BATF_MOUSE	CH12	0.7770095709516934	0.7450941760512886	0.8466628308400461	30	13	0.0782506296434474	0.058304088419678976	0.0672782874617737	0.056962025316455694
BATF_MOUSE	Spleen	0.07796813218090534	0.9747033008397519	1.0085714285714287	7	6	0.055094163348217616	0.053700462872512185	0.05099150141643059	0.05142857142857143
BATF_MOUSE	Esb4	0.818795466110972	1.3860941663705397	1.8388567953785346	13	6	0.05544139277859758	0.07684699110587187	0.04563492063492063	0.08391608391608392
BATF_MOUSE	Placenta	0.4407499932379793	0.8761788241906477	0.8992042440318302	33	14	0.0656728995401365	0.057541203900267325	0.05309734513274336	0.04774535809018567
BATF_MOUSE	Bmarrow	1.1386010798213737	1.5407024556168913	1.8850771869639795	10	6	0.041399555195259924	0.06378439635078399	0.03503184713375796	0.0660377358490566
BATF_MOUSE	MEL	0.5998598234203735	1.1764465881967383	1.463705667882002	39	7	0.07026105276588683	0.08265837580953857	0.057065217391304345	0.08352668213457076
BATF_MOUSE	BmarrowDm	0.09184658182332434	0.9935251744772777	0.9481317600786627	47	9	0.06313771246456687	0.06272890679245499	0.045112781954887216	0.04277286135693215
BATF_MOUSE	Es-E14	0.23733687856374572	1.0552813778742598	1.0462962962962963	48	17	0.05699673628062257	0.0601475943965512	0.05309734513274336	0.05555555555555555
BATF_MOUSE	OlfactoryBulb	1.0676801798099291	0.7390538271672257	0.823404255319149	21	9	0.05552077739738054	0.041032843022833686	0.046511627906976744	0.03829787234042553
BATF_MOUSE	BAT	0.4170694120731687	1.2141227911169037	0.7409372236958442	17	7	0.07049833100396485	0.08559363040761715	0.06443914081145585	0.04774535809018567
BATF_MOUSE	Kidney	0.11340493018382132	0.9230880097937126	1.1514360313315928	15	9	0.06952018572196485	0.06417324987857781	0.047619047619047616	0.05483028720626632
BATF_MOUSE	Liver	0.06437399090646873	0.8914785998062342	1.0270270270270272	40	13	0.058511582149328265	0.05216182332693061	0.05263157894736842	0.05405405405405406
BATF_MOUSE	Thymus	0.954339988726695	1.1563218095661054	1.2097435897435898	36	16	0.06269451012286459	0.07249502939513129	0.05341246290801187	0.06461538461538462
BATF_MOUSE	Cerebellum	0.25225557945106475	0.8139522589546184	0.8787878787878788	16	9	0.06466283271080478	0.052632458755364146	0.05642633228840126	0.049586776859504134
BATF_MOUSE	MEF	1.10580035783387	0.5698277250459791	0.6673580502981592	35	5	0.0762946793318038	0.04347482355675424	0.0675990675990676	0.045112781954887216
BATF_MOUSE	Wbrain	0.78956295970837	1.2534276718678794	1.3311897106109325	26	14	0.051984812302405564	0.0651592022566929	0.050724637681159424	0.06752411575562701
BATF_MOUSE	Cortex	0.08614278446802834	0.7831045040964758	0.932591218305504	12	6	0.07175554472725722	0.05619209026981125	0.07161803713527852	0.06679035250463822
BATF_MOUSE	SmallIntestine	0.40119971001162524	1.0400946521113255	1.130241812059994	25	10	0.05799145488940436	0.06031660209862465	0.05118483412322275	0.05785123966942149
BCL6_MOUSE	Placenta	0.02015793640147838	0.9349623528927902	1.0299401197604792	9	6	0.0372420432112964	0.034819908347368644	0.0377906976744186	0.038922155688622756
BCL6_MOUSE	Liver	0.21576104086216558	0.7707039420216906	0.9850299401197605	13	11	0.0484355567756433	0.037329474541003695	0.03951367781155015	0.038922155688622756
BHA15_MOUSE	Placenta	0.01940469933347837	0.8728370446518525	1.6096345514950166	13	4	0.06657548634747176	0.058109550749787006	0.043343653250773995	0.06976744186046512
BHA15_MOUSE	Bmarrow	0.06694678963061322	1.0944415777736147	0.9845201238390092	4	3	0.0461421630360592	0.050499901715071994	0.03459119496855346	0.034055727554179564
BHA15_MOUSE	BmarrowDm	0.13209366749603657	0.8464944564353567	0.951566265060241	15	3	0.07713654954564411	0.06529566157893897	0.06963788300835655	0.06626506024096386
BHA15_MOUSE	Es-E14	0.03932664181308051	0.913165115597814	1.5715843023255816	36	4	0.060124228292146586	0.0549033478786274	0.046242774566473986	0.07267441860465117
BHA15_MOUSE	OlfactoryBulb	0.12270355678044972	0.7746495268098877	1.5149700598802398	14	5	0.0873095734773922	0.06763431978023499	0.043478260869565216	0.0658682634730539
BHA15_MOUSE	Kidney	0.8750612633917001	1.4708395835151544	2.3982558139534884	8	3	0.05029696405442735	0.07397876566189061	0.030303030303030304	0.07267441860465117
BHA15_MOUSE	Liver	3.35430056234536	2.2899474669233855	2.799667774086379	13	8	0.05022043811474864	0.1150021650486513	0.0440251572327044	0.12325581395348838
BHA15_MOUSE	Cerebellum	0.0748364174983027	1.1517299686698097	0.9659602649006621	16	5	0.06512277934194788	0.07500385661119256	0.06684491978609626	0.06456953642384106
BHA15_MOUSE	Wbrain	0.06472532963665513	0.6921501026037062	1.0318688524590163	12	4	0.062207128955004826	0.043056670688888576	0.04448398576512456	0.04590163934426229
BHA15_MOUSE	SmallIntestine	0.30117941747240623	0.9017479396843088	1.3363095238095237	14	5	0.051912004359326205	0.046811542975905264	0.031180400890868598	0.041666666666666664
BHE40_MOUSE	Placenta	0.09087804823814336	1.0981698806417253	1.7777777777777777	10	3	0.04763162773140027	0.052307618940562926	0.03125	0.05555555555555555
BHE40_MOUSE	MEL	0.06366907986937727	1.129984418563425	0.9868421052631579	9	3	0.061751740797209714	0.06977850492001435	0.06333333333333334	0.0625
BHE40_MOUSE	BmarrowDm	0.5357955183842857	0.7439001338528106	0.9627329192546584	11	3	0.04098831114675883	0.03049121014847454	0.03225806451612903	0.031055900621118012
BHE40_MOUSE	Es-E14	0.9617990171798357	1.696316189028184	1.7659305993690853	16	5	0.03857269690790527	0.06543149021935708	0.03215434083601286	0.056782334384858045
BHE40_MOUSE	OlfactoryBulb	0.052706350516002975	1.0088509559069887	0.9787234042553192	4	4	0.02665565769601899	0.02689158574695824	0.031055900621118012	0.030395136778115502
BHE40_MOUSE	Cerebellum	0.43933269383026263	1.162344235180487	0.9810725552050473	9	5	0.03646951313147469	0.04239012834820867	0.03215434083601286	0.031545741324921134
BMAL1_MOUSE	Esb4	0.317116815557436	3.907577194988266	3.2844090775125254	9	3	0.03378804469304915	0.13202939290580315	0.022613065326633167	0.07427055702917772
BMAL1_MOUSE	Placenta	0.19202747573581444	0.7926572145871197	0.531	13	7	0.057393252782383164	0.045493175886578294	0.05649717514124294	0.03
